1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-90.38,-40.3,-94.65,-86.71,-47.02,-26.26,-68.39,-104.42,-75.11,3.66,-47.02,-76.94,-32.98,-34.2,-46.41,-22.59,-70.84,-44.58,-60.45,-47.63
-89.15,-40.3,-93.43,-84.88,-47.02,-26.26,-69,-105.03,-75.72,2.44,-48.24,-76.94,-33.59,-34.2,-46.41,-23.2,-70.84,-45.8,-60.45,-48.24
-87.93,-40.3,-92.21,-84.27,-47.02,-26.26,-69,-105.03,-76.33,3.05,-48.85,-76.94,-33.59,-34.2,-46.41,-23.2,-70.84,-45.8,-61.06,-47.63
-86.71,-40.3,-90.38,-82.44,-47.02,-26.26,-69.61,-105.03,-76.33,3.05,-49.46,-77.55,-33.59,-34.81,-47.02,-23.82,-70.84,-46.41,-61.68,-47.63
-86.1,-40.3,-88.54,-81.22,-47.02,-26.26,-69.61,-105.03,-76.33,3.66,-49.46,-76.94,-34.2,-34.2,-47.02,-23.82,-70.84,-47.02,-61.68,-47.63
-84.88,-40.91,-87.32,-80,-47.63,-26.26,-69.61,-105.64,-76.94,3.66,-49.46,-76.94,-34.2,-34.81,-47.63,-25.04,-71.45,-47.63,-61.68,-48.24
-84.27,-40.91,-86.71,-78.16,-48.24,-26.26,-69.61,-105.64,-76.94,3.66,-50.07,-76.94,-34.81,-34.81,-47.63,-25.04,-70.84,-48.24,-62.29,-47.63
-83.66,-41.52,-85.49,-76.94,-48.24,-26.26,-69.61,-105.64,-77.55,3.05,-50.68,-76.94,-35.42,-34.81,-47.63,-25.04,-71.45,-48.85,-62.29,-47.63
-83.05,-41.52,-84.88,-75.72,-48.85,-26.26,-70.22,-105.64,-76.94,3.66,-50.68,-76.94,-36.03,-35.42,-48.85,-25.65,-71.45,-49.46,-62.29,-47.63
-82.44,-42.13,-83.66,-74.5,-48.85,-25.65,-69.61,-105.64,-78.16,3.66,-51.29,-76.94,-36.03,-34.81,-48.24,-25.65,-71.45,-48.85,-62.9,-47.63
-82.44,-42.13,-83.66,-73.89,-48.85,-25.65,-69.61,-105.03,-76.94,3.66,-51.29,-76.94,-36.64,-34.81,-48.24,-26.26,-71.45,-50.07,-62.29,-47.63
-82.44,-42.75,-83.66,-72.67,-49.46,-25.65,-69.61,-105.03,-77.55,3.66,-51.29,-76.94,-37.25,-35.42,-48.85,-26.26,-71.45,-50.07,-62.9,-47.63
-83.05,-42.75,-83.05,-71.45,-49.46,-25.65,-69.61,-105.03,-77.55,3.66,-51.29,-76.94,-37.25,-34.81,-49.46,-26.26,-71.45,-50.68,-62.9,-47.63
-83.05,-43.36,-83.05,-70.22,-49.46,-25.65,-70.22,-105.03,-77.55,3.66,-51.91,-76.94,-37.25,-35.42,-49.46,-26.87,-71.45,-50.68,-62.29,-47.02
-83.66,-43.36,-83.66,-70.22,-50.68,-25.04,-69.61,-104.42,-77.55,4.27,-51.29,-76.94,-37.25,-34.81,-48.85,-26.87,-71.45,-50.68,-62.9,-47.02
-84.27,-43.97,-83.66,-69.61,-50.07,-25.04,-69,-104.42,-77.55,4.27,-51.91,-76.33,-37.86,-35.42,-50.07,-26.87,-71.45,-51.29,-62.9,-47.02
-84.27,-44.58,-84.27,-69.61,-50.68,-25.04,-68.39,-104.42,-77.55,4.27,-51.29,-76.33,-37.25,-34.81,-49.46,-27.48,-72.06,-51.29,-62.9,-47.02
-84.88,-45.19,-84.27,-69,-51.29,-25.04,-69,-103.81,-76.94,3.66,-51.91,-76.94,-37.86,-34.2,-50.07,-27.48,-71.45,-51.29,-62.9,-47.02
-85.49,-45.19,-84.88,-68.39,-51.29,-24.43,-68.39,-103.2,-76.94,4.27,-51.29,-76.33,-37.25,-34.2,-49.46,-27.48,-72.06,-51.91,-62.9,-47.02
-84.88,-45.19,-84.88,-67.78,-51.91,-25.04,-68.39,-103.2,-76.94,3.66,-51.29,-76.33,-37.86,-33.59,-49.46,-27.48,-71.45,-51.29,-62.29,-46.41
-86.1,-46.41,-86.1,-67.78,-51.91,-24.43,-67.78,-102.59,-76.94,3.66,-51.91,-75.72,-37.86,-33.59,-50.07,-28.09,-71.45,-51.29,-62.9,-47.02
-86.1,-45.8,-86.1,-67.78,-51.91,-23.82,-67.17,-101.98,-76.94,3.66,-51.91,-75.72,-37.86,-33.59,-49.46,-27.48,-71.45,-51.29,-62.29,-46.41
-86.71,-47.63,-86.71,-67.78,-52.52,-23.82,-66.56,-101.37,-76.33,4.27,-51.29,-75.11,-37.86,-33.59,-49.46,-27.48,-71.45,-51.91,-62.9,-46.41
-87.93,-47.02,-86.1,-67.78,-52.52,-23.2,-66.56,-101.37,-76.33,3.66,-51.29,-75.72,-37.86,-32.98,-49.46,-27.48,-71.45,-50.68,-61.68,-45.8
-87.93,-47.63,-87.32,-67.78,-51.91,-23.2,-65.95,-100.76,-75.72,4.27,-50.68,-75.72,-37.86,-32.98,-49.46,-27.48,-71.45,-50.68,-62.29,-46.41
-88.54,-48.24,-87.93,-67.78,-53.13,-23.82,-65.34,-100.15,-75.72,4.27,-50.68,-75.72,-37.86,-32.98,-49.46,-28.09,-72.06,-50.68,-62.9,-45.8
-89.77,-47.63,-88.54,-67.17,-53.13,-23.2,-65.34,-100.15,-75.72,3.66,-50.68,-75.72,-37.25,-32.36,-48.85,-28.09,-71.45,-50.07,-61.68,-45.8
-89.77,-48.24,-88.54,-67.78,-53.13,-22.59,-64.73,-99.54,-75.11,4.27,-50.68,-75.72,-37.25,-32.36,-48.85,-28.09,-71.45,-50.07,-61.68,-45.19
-90.99,-48.24,-89.77,-67.78,-53.74,-21.98,-64.12,-98.31,-75.11,4.27,-50.07,-75.11,-37.25,-32.36,-47.02,-28.09,-71.45,-50.07,-62.29,-45.8
-90.99,-48.24,-89.77,-67.78,-53.74,-21.98,-63.51,-98.31,-75.11,4.27,-50.07,-74.5,-37.25,-31.75,-47.63,-28.09,-71.45,-50.07,-61.68,-45.19
-91.6,-48.85,-90.38,-67.78,-53.74,-21.98,-63.51,-97.7,-74.5,4.27,-50.07,-74.5,-37.25,-32.36,-47.02,-28.09,-72.06,-50.07,-61.68,-45.19
-92.21,-49.46,-90.38,-67.78,-54.35,-21.37,-62.9,-97.09,-73.89,4.89,-49.46,-74.5,-37.25,-31.75,-47.02,-28.09,-71.45,-48.85,-61.06,-45.19
-92.82,-49.46,-90.99,-67.78,-54.35,-21.98,-62.9,-96.48,-73.89,4.89,-48.85,-74.5,-37.25,-31.14,-46.41,-28.09,-71.45,-48.85,-61.68,-44.58
-92.82,-49.46,-90.99,-67.78,-54.96,-20.76,-61.68,-95.87,-73.89,4.27,-48.85,-74.5,-36.03,-31.14,-46.41,-27.48,-71.45,-48.85,-61.06,-44.58
-93.43,-50.07,-91.6,-69,-54.96,-20.76,-61.68,-94.65,-73.28,4.89,-48.24,-74.5,-36.64,-31.14,-45.8,-27.48,-72.06,-48.24,-61.06,-44.58
-94.04,-50.07,-92.21,-69,-55.57,-20.76,-61.06,-94.65,-72.67,4.89,-48.24,-74.5,-36.03,-31.14,-46.41,-27.48,-71.45,-47.63,-61.06,-44.58
-94.04,-49.46,-92.21,-69,-55.57,-20.15,-60.45,-93.43,-73.28,4.27,-48.24,-74.5,-36.03,-30.53,-45.8,-27.48,-71.45,-47.02,-61.06,-44.58
-94.65,-50.07,-92.21,-69,-56.18,-20.15,-60.45,-93.43,-72.06,4.89,-47.63,-73.89,-36.03,-30.53,-45.8,-27.48,-71.45,-47.63,-61.06,-44.58
-95.26,-51.29,-93.43,-69,-56.18,-20.15,-59.23,-92.82,-72.06,4.27,-47.02,-73.89,-35.42,-30.53,-45.8,-27.48,-71.45,-47.02,-60.45,-44.58
-95.87,-50.68,-92.82,-69.61,-56.79,-19.54,-59.23,-92.21,-72.06,4.27,-47.02,-73.28,-35.42,-30.53,-45.8,-27.48,-71.45,-47.02,-60.45,-44.58
-95.26,-50.07,-93.43,-69,-56.18,-19.54,-58.62,-91.6,-71.45,4.89,-46.41,-73.28,-36.03,-29.92,-45.19,-27.48,-71.45,-46.41,-59.84,-44.58
-96.48,-50.68,-93.43,-69.61,-56.79,-18.93,-58.62,-90.99,-71.45,4.27,-46.41,-72.67,-36.03,-30.53,-45.19,-28.09,-71.45,-45.8,-59.84,-43.97
-97.09,-50.07,-94.04,-69.61,-57.4,-18.93,-57.4,-89.77,-71.45,4.27,-45.8,-72.67,-36.03,-29.92,-45.19,-27.48,-71.45,-45.19,-59.84,-43.97
-97.09,-50.68,-94.65,-70.22,-57.4,-19.54,-57.4,-90.38,-71.45,4.89,-45.8,-72.67,-35.42,-29.92,-45.19,-27.48,-71.45,-45.19,-59.84,-43.97
-97.09,-50.68,-94.04,-70.22,-58.01,-18.93,-57.4,-89.15,-70.22,4.89,-44.58,-72.67,-35.42,-29.31,-44.58,-27.48,-71.45,-45.8,-59.84,-43.97
-97.09,-50.68,-94.04,-70.22,-58.01,-18.32,-56.79,-88.54,-70.22,4.27,-44.58,-72.67,-35.42,-29.31,-44.58,-26.87,-71.45,-45.19,-59.84,-43.97
-97.09,-50.68,-94.04,-70.84,-58.62,-18.32,-56.18,-87.93,-70.22,4.89,-43.97,-72.06,-35.42,-29.31,-43.97,-26.87,-71.45,-44.58,-59.23,-43.97
-97.09,-50.68,-94.04,-70.84,-58.62,-18.32,-55.57,-87.93,-69.61,4.89,-43.36,-72.06,-35.42,-29.31,-44.58,-27.48,-71.45,-44.58,-59.23,-43.97
-97.7,-50.68,-94.65,-70.84,-58.62,-17.71,-54.96,-86.71,-69.61,4.89,-43.36,-71.45,-34.81,-28.7,-43.97,-26.87,-72.06,-44.58,-59.23,-43.97
-97.09,-51.29,-94.65,-71.45,-59.23,-17.71,-54.96,-86.71,-69.61,4.27,-42.13,-71.45,-34.81,-28.7,-43.97,-26.87,-71.45,-43.97,-59.23,-43.97
-97.09,-50.07,-94.65,-72.06,-59.23,-17.1,-53.74,-86.71,-69.61,4.89,-42.13,-71.45,-34.81,-28.7,-43.97,-26.87,-71.45,-43.36,-59.23,-43.36
-97.09,-50.68,-94.65,-72.06,-59.84,-17.1,-53.74,-85.49,-69,4.89,-42.13,-71.45,-34.81,-29.31,-43.36,-27.48,-71.45,-43.97,-58.62,-43.97
-96.48,-50.68,-94.65,-72.06,-59.84,-17.1,-53.13,-85.49,-68.39,4.89,-41.52,-71.45,-34.81,-28.7,-43.36,-27.48,-71.45,-43.97,-58.62,-43.97
-97.09,-51.29,-95.26,-72.67,-60.45,-17.1,-53.13,-84.88,-69,4.89,-40.91,-71.45,-34.81,-28.09,-42.75,-26.87,-71.45,-42.75,-58.62,-43.97
-97.09,-51.29,-95.26,-72.67,-60.45,-16.49,-52.52,-84.88,-68.39,4.27,-40.3,-71.45,-34.2,-28.09,-42.75,-26.87,-71.45,-42.75,-58.62,-43.36
-97.09,-50.68,-94.65,-72.67,-60.45,-16.49,-52.52,-84.27,-68.39,4.27,-39.69,-71.45,-34.81,-28.7,-42.75,-26.26,-72.06,-42.75,-58.62,-43.97
-97.09,-50.68,-94.65,-72.67,-61.06,-16.49,-51.91,-83.66,-67.78,4.27,-39.08,-71.45,-34.81,-28.09,-42.75,-26.26,-72.06,-42.75,-58.62,-43.36
-97.09,-50.68,-94.65,-73.28,-61.68,-15.88,-51.91,-83.05,-67.78,4.27,-38.47,-71.45,-34.81,-28.09,-42.75,-26.87,-71.45,-42.75,-58.01,-43.36
-96.48,-51.29,-94.65,-73.28,-61.68,-15.88,-51.91,-83.05,-67.78,4.27,-38.47,-71.45,-34.2,-27.48,-42.13,-26.87,-71.45,-41.52,-58.01,-43.36
-96.48,-51.29,-94.65,-73.28,-62.29,-15.88,-51.29,-82.44,-67.78,4.27,-38.47,-71.45,-34.81,-28.09,-42.75,-26.87,-71.45,-41.52,-58.01,-43.36
-97.09,-51.91,-94.65,-73.28,-62.29,-15.27,-50.68,-82.44,-67.17,3.66,-37.25,-70.84,-34.81,-27.48,-42.13,-26.87,-71.45,-40.3,-57.4,-43.36
-96.48,-51.91,-95.26,-73.89,-62.9,-15.88,-50.68,-82.44,-66.56,4.27,-36.64,-71.45,-34.81,-28.09,-42.13,-26.87,-71.45,-40.91,-58.01,-43.36
-97.09,-51.91,-94.65,-73.89,-62.9,-15.27,-50.07,-81.83,-66.56,3.66,-36.03,-71.45,-34.2,-27.48,-41.52,-26.87,-71.45,-40.91,-58.01,-43.36
-96.48,-51.91,-94.65,-74.5,-62.9,-14.66,-49.46,-81.22,-66.56,4.27,-36.03,-70.84,-34.81,-27.48,-42.13,-27.48,-71.45,-40.91,-58.01,-43.97
-97.09,-51.91,-94.65,-74.5,-63.51,-14.66,-49.46,-81.22,-65.95,4.27,-35.42,-70.84,-34.81,-28.09,-42.13,-26.87,-71.45,-40.3,-57.4,-43.36
-96.48,-51.91,-94.65,-75.11,-64.12,-15.27,-49.46,-81.22,-65.95,3.66,-34.81,-71.45,-34.2,-27.48,-42.13,-27.48,-71.45,-40.3,-57.4,-43.36
-96.48,-51.91,-94.65,-75.11,-63.51,-14.66,-48.85,-80.61,-65.34,3.66,-34.2,-71.45,-34.2,-26.87,-41.52,-26.87,-71.45,-40.3,-57.4,-43.97
-96.48,-51.91,-94.65,-75.11,-64.73,-14.66,-48.85,-80.61,-65.34,3.05,-34.2,-71.45,-34.81,-27.48,-42.13,-27.48,-72.06,-40.3,-57.4,-43.97
-97.09,-51.91,-94.65,-75.11,-64.12,-14.66,-48.85,-80.61,-65.34,3.66,-33.59,-71.45,-34.2,-26.87,-41.52,-26.87,-72.06,-39.69,-57.4,-43.97
-96.48,-52.52,-94.65,-75.72,-64.73,-14.04,-48.85,-80.61,-65.34,3.66,-32.36,-71.45,-34.2,-26.87,-40.91,-26.87,-72.06,-39.69,-57.4,-43.97
-96.48,-51.91,-94.65,-75.72,-64.73,-14.04,-48.24,-80.61,-65.95,3.66,-31.75,-71.45,-34.81,-27.48,-41.52,-27.48,-72.67,-39.69,-56.79,-43.97
-96.48,-51.91,-94.04,-75.72,-65.34,-13.43,-47.63,-80,-65.34,3.05,-31.75,-71.45,-34.81,-27.48,-41.52,-27.48,-72.67,-39.69,-57.4,-43.97
-97.09,-51.91,-94.04,-75.72,-65.34,-13.43,-47.63,-80.61,-65.34,3.05,-31.14,-71.45,-34.81,-26.87,-41.52,-26.87,-72.67,-39.69,-57.4,-44.58
-96.48,-51.91,-94.04,-75.72,-65.95,-14.04,-47.63,-80,-65.34,3.05,-30.53,-71.45,-34.81,-26.87,-40.91,-27.48,-72.67,-39.08,-56.79,-43.97
-96.48,-52.52,-93.43,-76.33,-65.95,-13.43,-47.63,-80,-65.34,3.05,-29.92,-72.06,-34.81,-26.87,-40.91,-27.48,-72.67,-38.47,-56.79,-43.97
-96.48,-51.91,-94.04,-76.33,-66.56,-13.43,-47.63,-80,-64.73,3.05,-29.31,-72.67,-34.81,-26.87,-40.91,-27.48,-73.28,-39.08,-57.4,-43.97
-96.48,-52.52,-94.04,-76.94,-67.17,-13.43,-47.63,-80,-65.34,2.44,-29.31,-72.06,-34.81,-26.87,-40.91,-27.48,-73.89,-39.08,-56.79,-43.97
-96.48,-53.13,-94.04,-77.55,-67.17,-14.04,-48.24,-80,-64.73,2.44,-28.09,-72.06,-35.42,-26.87,-40.91,-27.48,-73.28,-38.47,-56.79,-43.97
-96.48,-52.52,-94.04,-76.94,-67.78,-12.82,-47.63,-79.38,-65.34,2.44,-28.09,-72.06,-34.81,-26.87,-41.52,-27.48,-73.28,-37.86,-56.18,-43.97
-95.26,-53.13,-93.43,-76.94,-67.78,-13.43,-47.63,-80,-65.34,1.832,-27.48,-72.67,-34.81,-26.87,-40.91,-27.48,-73.89,-38.47,-56.79,-44.58
-95.87,-53.13,-94.04,-76.94,-67.78,-12.82,-47.63,-79.38,-65.34,1.832,-27.48,-72.06,-34.81,-26.87,-40.3,-27.48,-73.89,-38.47,-56.79,-44.58
-95.87,-52.52,-94.04,-77.55,-67.78,-12.82,-47.02,-80,-65.34,1.221,-27.48,-72.67,-34.81,-26.87,-40.91,-28.09,-73.89,-38.47,-56.79,-43.97
-95.26,-52.52,-93.43,-77.55,-69,-12.82,-47.63,-80,-65.34,1.221,-26.87,-72.67,-35.42,-26.87,-40.91,-28.09,-73.89,-38.47,-56.79,-44.58
-95.26,-53.13,-94.04,-78.16,-69,-12.21,-47.63,-79.38,-65.34,1.221,-26.26,-73.28,-35.42,-26.26,-40.91,-28.09,-73.89,-38.47,-56.79,-44.58
-94.65,-53.13,-94.04,-78.16,-69,-12.82,-47.63,-80,-65.34,0.611,-25.65,-73.28,-35.42,-26.87,-40.91,-28.09,-74.5,-39.08,-56.79,-44.58
-95.26,-53.13,-94.04,-78.16,-69,-12.21,-47.02,-80,-65.34,1.221,-26.26,-73.28,-35.42,-26.87,-40.91,-28.09,-73.89,-37.86,-56.79,-44.58
-95.26,-53.13,-94.04,-78.16,-69.61,-12.82,-47.02,-80,-65.95,1.221,-25.65,-73.28,-36.03,-26.87,-40.91,-28.7,-74.5,-37.86,-56.79,-44.58
-95.87,-53.13,-94.04,-78.16,-70.22,-12.82,-47.63,-80,-65.95,0.611,-25.04,-73.28,-35.42,-26.87,-40.91,-28.7,-74.5,-37.86,-56.79,-44.58
-95.26,-53.13,-93.43,-78.77,-70.22,-12.82,-47.63,-80.61,-65.95,0.611,-25.04,-72.67,-35.42,-27.48,-40.91,-28.7,-74.5,-37.86,-56.79,-44.58
-95.26,-53.13,-94.04,-78.77,-70.22,-12.21,-47.63,-80.61,-65.95,0,-24.43,-73.89,-35.42,-26.26,-40.91,-28.7,-73.28,-37.86,-57.4,-45.19
-95.26,-53.13,-94.04,-78.77,-70.84,-12.21,-47.63,-80,-65.34,-0.611,-23.82,-73.89,-36.03,-26.87,-40.91,-28.7,-73.28,-37.86,-56.79,-44.58
-95.26,-53.74,-94.04,-78.77,-71.45,-12.82,-47.63,-80.61,-66.56,-0.611,-24.43,-73.89,-36.64,-27.48,-40.91,-28.7,-73.28,-37.86,-56.79,-44.58
-95.26,-53.74,-94.04,-79.38,-71.45,-12.21,-48.24,-80.61,-66.56,-0.611,-23.82,-73.89,-36.64,-27.48,-40.91,-29.31,-73.28,-37.86,-57.4,-45.19
-94.65,-53.13,-94.04,-79.38,-71.45,-12.21,-47.63,-81.22,-66.56,-0.611,-23.82,-74.5,-36.03,-26.87,-40.91,-29.92,-73.28,-37.25,-56.79,-44.58
-90.99,-53.13,-93.43,-79.38,-72.06,-12.21,-48.24,-81.22,-66.56,-1.221,-23.82,-73.89,-36.64,-26.87,-40.91,-29.92,-73.28,-37.25,-56.79,-45.19
-89.77,-53.74,-93.43,-80,-71.45,-12.21,-48.24,-81.22,-66.56,-1.221,-23.82,-74.5,-36.64,-26.87,-40.91,-29.92,-73.28,-37.86,-56.79,-45.19
-89.77,-53.13,-94.04,-79.38,-72.06,-12.21,-48.24,-81.83,-67.17,-1.221,-23.82,-74.5,-37.25,-26.87,-40.91,-29.92,-73.89,-37.86,-57.4,-45.19
-89.77,-53.74,-94.04,-80,-72.67,-12.21,-48.85,-81.83,-67.17,-1.221,-23.2,-75.11,-37.25,-26.87,-40.91,-29.92,-73.28,-37.25,-57.4,-45.19
-90.38,-53.74,-94.04,-80,-72.67,-12.21,-48.24,-81.83,-67.78,-1.832,-23.2,-75.11,-37.86,-26.87,-40.91,-29.92,-73.89,-37.25,-57.4,-45.8
-90.99,-53.74,-94.04,-80,-72.67,-12.21,-48.85,-82.44,-67.78,-1.221,-23.82,-75.11,-37.86,-27.48,-40.91,-30.53,-73.89,-37.25,-57.4,-45.19
-90.38,-54.35,-94.04,-80.61,-73.28,-12.21,-48.85,-83.05,-67.78,-2.44,-23.82,-75.11,-37.86,-26.87,-41.52,-30.53,-73.28,-37.25,-56.79,-45.8
-91.6,-53.74,-94.04,-80.61,-73.28,-12.21,-48.85,-83.05,-68.39,-2.44,-23.82,-75.11,-37.86,-27.48,-40.91,-31.14,-73.89,-37.25,-56.79,-45.8
-92.21,-54.35,-94.04,-81.22,-73.89,-12.21,-49.46,-83.05,-69,-3.05,-23.82,-75.11,-37.86,-26.87,-41.52,-30.53,-74.5,-37.25,-57.4,-45.8
-92.82,-54.35,-94.04,-81.22,-73.89,-12.21,-49.46,-83.05,-68.39,-3.66,-23.82,-76.33,-38.47,-26.87,-40.91,-30.53,-74.5,-37.25,-57.4,-46.41
-94.04,-54.35,-94.04,-81.22,-74.5,-12.82,-50.07,-83.66,-69,-3.05,-23.82,-76.33,-37.86,-26.87,-41.52,-31.75,-73.89,-37.86,-57.4,-46.41
-94.65,-54.35,-94.04,-81.22,-75.11,-12.82,-50.68,-83.66,-69,-3.05,-23.82,-76.33,-38.47,-27.48,-40.91,-31.75,-73.89,-37.25,-57.4,-47.02
-94.04,-54.35,-94.04,-81.83,-75.11,-12.21,-50.07,-84.27,-69.61,-3.66,-23.82,-76.94,-38.47,-26.87,-41.52,-31.75,-73.89,-37.25,-57.4,-47.02
-94.65,-54.35,-94.04,-81.83,-75.11,-12.21,-50.68,-84.27,-69.61,-3.66,-23.82,-76.33,-39.08,-27.48,-41.52,-31.75,-74.5,-37.25,-57.4,-47.02
-94.65,-54.35,-94.65,-82.44,-75.11,-12.21,-50.68,-84.88,-69.61,-4.27,-23.82,-76.94,-39.08,-27.48,-41.52,-32.36,-74.5,-37.86,-58.01,-47.02
-94.65,-54.96,-94.04,-82.44,-75.72,-12.21,-51.29,-84.88,-70.22,-4.27,-24.43,-77.55,-39.69,-28.09,-42.13,-32.36,-74.5,-37.25,-57.4,-47.02
-95.87,-54.35,-94.65,-82.44,-75.72,-12.82,-51.91,-85.49,-70.22,-4.27,-24.43,-77.55,-39.69,-28.09,-41.52,-32.98,-74.5,-37.25,-58.01,-47.02
-95.26,-54.96,-94.04,-83.05,-75.72,-12.82,-51.91,-86.1,-70.84,-4.89,-25.04,-78.16,-39.69,-27.48,-41.52,-32.98,-74.5,-37.25,-58.01,-47.63
-95.87,-54.96,-95.26,-83.05,-75.72,-12.82,-51.91,-86.1,-71.45,-5.5,-25.65,-78.16,-40.3,-27.48,-42.13,-32.98,-74.5,-37.86,-58.01,-47.63
-95.26,-54.96,-94.65,-83.05,-76.33,-12.21,-51.91,-86.71,-72.06,-5.5,-25.65,-78.77,-40.3,-27.48,-41.52,-32.98,-75.11,-37.86,-58.62,-47.63
-94.65,-54.96,-94.65,-83.66,-76.33,-12.21,-52.52,-86.71,-71.45,-4.89,-25.65,-78.77,-40.3,-27.48,-42.13,-32.98,-75.11,-37.25,-58.01,-47.63
-95.26,-54.96,-94.65,-83.66,-76.94,-13.43,-53.13,-87.32,-72.06,-5.5,-26.26,-78.77,-40.91,-27.48,-42.13,-33.59,-74.5,-37.86,-58.01,-48.24
-95.87,-55.57,-94.65,-84.27,-76.94,-12.21,-53.13,-87.32,-72.06,-6.11,-26.26,-79.38,-40.91,-28.09,-42.13,-33.59,-75.11,-38.47,-58.62,-48.24
-95.26,-54.96,-95.26,-84.88,-76.94,-12.82,-53.74,-87.93,-72.67,-5.5,-26.87,-80,-40.91,-28.09,-42.13,-34.2,-75.11,-37.25,-58.01,-48.24
-95.87,-54.96,-94.65,-84.88,-77.55,-12.82,-54.35,-88.54,-73.28,-6.72,-26.87,-80,-41.52,-28.09,-42.75,-34.81,-75.11,-37.86,-58.62,-48.85
-95.26,-54.96,-95.26,-84.88,-77.55,-12.21,-54.35,-88.54,-73.89,-6.72,-28.09,-80,-41.52,-28.09,-42.75,-34.81,-75.11,-37.86,-58.62,-48.24
-95.87,-55.57,-95.26,-84.88,-78.16,-12.82,-54.35,-89.77,-73.89,-7.33,-27.48,-80.61,-42.13,-28.09,-42.75,-35.42,-75.11,-37.86,-59.23,-48.85
-96.48,-56.18,-95.87,-85.49,-78.16,-12.82,-54.96,-89.77,-73.89,-7.33,-28.09,-81.22,-42.13,-28.09,-42.75,-35.42,-75.11,-38.47,-59.23,-49.46
-96.48,-55.57,-95.87,-85.49,-78.16,-13.43,-55.57,-90.99,-74.5,-7.94,-28.7,-80.61,-42.75,-28.7,-43.36,-35.42,-75.11,-38.47,-59.23,-49.46
-96.48,-55.57,-95.87,-86.1,-78.16,-12.82,-55.57,-90.38,-75.11,-7.94,-29.31,-81.22,-42.13,-28.09,-43.36,-36.03,-75.11,-38.47,-59.23,-49.46
-96.48,-55.57,-95.87,-86.1,-78.77,-12.82,-56.18,-90.99,-75.11,-7.94,-29.31,-81.22,-43.36,-28.09,-43.36,-35.42,-75.11,-38.47,-59.23,-49.46
-97.09,-55.57,-95.87,-87.32,-78.77,-12.21,-56.79,-91.6,-75.11,-8.55,-29.92,-81.83,-43.36,-28.7,-43.36,-36.03,-75.11,-38.47,-59.23,-50.07
-97.09,-55.57,-96.48,-86.71,-78.77,-12.82,-56.79,-91.6,-75.72,-7.94,-30.53,-81.83,-43.36,-29.31,-43.36,-36.64,-75.11,-38.47,-59.23,-50.07
-97.09,-55.57,-96.48,-87.32,-78.77,-12.82,-57.4,-92.21,-76.33,-9.16,-31.14,-82.44,-43.97,-29.31,-43.97,-36.64,-75.72,-38.47,-58.62,-50.07
-97.7,-56.18,-97.09,-87.93,-79.38,-12.82,-57.4,-92.82,-76.33,-9.77,-31.14,-83.05,-43.36,-29.31,-43.97,-37.25,-75.72,-38.47,-59.23,-50.07
-97.7,-56.18,-96.48,-87.32,-78.77,-12.82,-57.4,-93.43,-76.94,-9.77,-31.75,-83.66,-43.97,-29.31,-43.36,-37.25,-75.11,-38.47,-59.84,-50.68
-98.31,-56.18,-97.09,-87.32,-78.77,-12.21,-58.62,-94.04,-77.55,-9.77,-32.98,-83.66,-43.97,-28.7,-43.97,-37.86,-75.72,-39.69,-59.84,-50.68
-98.31,-56.79,-97.09,-88.54,-79.38,-12.82,-58.62,-94.04,-77.55,-9.77,-32.98,-83.66,-44.58,-29.92,-44.58,-37.86,-75.72,-39.08,-59.84,-51.29
-98.93,-56.79,-97.7,-88.54,-79.38,-12.21,-59.23,-94.04,-77.55,-9.77,-33.59,-83.66,-45.19,-29.92,-43.97,-37.86,-75.72,-38.47,-59.84,-50.68
-98.93,-56.79,-97.7,-89.15,-80,-12.82,-59.84,-95.26,-78.16,-10.38,-33.59,-84.27,-45.19,-29.92,-44.58,-38.47,-75.72,-39.08,-59.84,-51.29
-100.15,-56.79,-97.7,-89.15,-80,-12.82,-59.84,-95.26,-78.77,-10.38,-34.81,-84.88,-45.19,-29.31,-44.58,-38.47,-76.33,-39.69,-60.45,-51.91
-99.54,-56.79,-98.31,-89.77,-80,-12.82,-60.45,-95.26,-79.38,-10.99,-35.42,-84.88,-46.41,-29.31,-45.19,-39.08,-76.33,-39.08,-60.45,-51.29
-100.15,-56.79,-98.31,-89.77,-80.61,-12.82,-61.06,-95.87,-79.38,-10.99,-35.42,-84.88,-45.8,-29.31,-45.19,-38.47,-76.33,-40.3,-60.45,-51.91
-100.15,-56.79,-98.93,-89.77,-80.61,-13.43,-61.06,-96.48,-79.38,-11.6,-36.03,-85.49,-46.41,-29.31,-44.58,-39.08,-76.33,-39.69,-60.45,-51.91
-101.37,-56.79,-98.93,-90.38,-81.22,-13.43,-61.68,-97.09,-80,-11.6,-36.64,-86.1,-46.41,-29.92,-44.58,-39.69,-76.33,-39.08,-60.45,-52.52
-101.37,-57.4,-98.93,-90.99,-81.22,-13.43,-62.29,-97.7,-80,-11.6,-37.25,-86.1,-46.41,-29.92,-44.58,-40.3,-76.33,-39.69,-61.06,-51.91
-101.98,-57.4,-98.93,-91.6,-81.22,-13.43,-62.29,-98.31,-80.61,-12.21,-37.86,-86.71,-47.63,-29.92,-45.19,-40.3,-76.33,-39.69,-60.45,-51.91
